,product,year,anomaly_score,normalized_anomaly_score,num_edges
477,500200,2020,0.3499989,-0.04226957,258
478,500200,2018,0.6986044,-0.013701075,290
479,500200,2021,0.37975356,-0.035666823,308
480,260111,2022,2.638047,0.041089036,896
481,260111,2019,2.7079003,0.053382013,906
482,260111,2017,1.5151484,0.01635887,874
483,260111,2020,3.6618588,0.08610278,797
484,260111,2018,1.3904108,0.012849035,858
485,260111,2021,6.151468,0.15468305,922
486,260112,2022,0.73582643,-0.01398888,511
487,260112,2019,1.1768351,0.015032872,424
488,260112,2017,0.898769,-0.002706383,374
489,260112,2020,0.6775444,-0.016790604,388
490,260112,2018,0.7680816,-0.010666031,403
491,260112,2021,1.2027599,0.01585912,481
492,260300,2022,2.901163,0.07264661,903
493,260300,2019,2.5341175,0.100302465,729
494,260300,2017,2.2658155,0.109368004,717
495,260300,2020,3.079957,0.12847823,707
496,260300,2018,3.3154075,0.17692102,708
497,260300,2021,5.5161333,0.24152985,844
498,260700,2022,1.6687753,0.08897184,411
499,260700,2019,1.1600645,0.016424507,381
500,260700,2017,1.2069834,0.028551668,357
501,260700,2020,1.890236,0.11528387,365
502,260700,2018,0.873315,-0.00811731,385
503,260700,2021,2.6876237,0.20838645,380
504,260800,2022,2.09065,0.14151165,675
505,260800,2019,1.6851273,0.10559496,592
506,260800,2017,1.9813875,0.13829508,578
507,260800,2020,1.0576359,0.015321052,560
508,260800,2018,2.5275745,0.23028462,601
509,260800,2021,2.1770692,0.15752436,583
510,261000,2022,3.1058605,0.10572281,530
511,261000,2019,1.9663144,0.048162732,583
512,261000,2017,2.7700334,0.084828496,549
513,261000,2020,1.6182878,0.02943066,508
514,261000,2018,1.8664222,0.047033627,594
515,261000,2021,1.7387156,0.035035647,522
516,261400,2022,1.651244,0.073688194,661
517,261400,2019,1.4334158,0.05087345,623
518,261400,2017,1.383067,0.042147916,605
519,261400,2020,1.0622323,0.011035931,630
520,261400,2018,1.2846985,0.0364295,621
521,261400,2021,1.0375923,0.008643763,664
522,261510,2022,2.0675778,0.056870095,726
523,261510,2019,1.1448637,0.011781206,683
524,261510,2017,0.9114312,-0.0013763253,663
525,261510,2020,1.0579853,0.005116176,644
526,261510,2018,1.0776135,0.0056796763,676
527,261510,2021,0.8509572,0.0012282248,695
528,262029,2022,0.13372798,-0.0848256,237
529,262029,2019,0.38177875,-0.05458589,142
530,262029,2017,0.45774844,-0.047009278,171
531,262029,2020,0.833639,-0.0053279,166
532,262029,2018,0.81214833,-0.0023648532,145
533,262029,2021,0.5832099,-0.08955565,169
534,270400,2022,2.476897,0.09171591,945
535,270400,2019,0.6216707,-0.021638671,955
536,270400,2017,2.3222363,0.09451172,969
537,270400,2020,0.32983276,-0.038989063,895
538,270400,2018,1.9435768,0.056031637,996
539,270400,2021,1.4091911,0.025649326,992
540,271111,2022,3.265824,0.26900098,667
541,271111,2019,1.1607916,0.029667716,648
542,271111,2017,0.6318894,-0.028158722,621
543,271111,2020,0.6838808,-0.021823956,592
544,271111,2018,1.0788671,0.020050531,621
545,271111,2021,1.1659707,0.028504927,649
546,271600,2022,9.717204,1.1935043,452
547,271600,2019,0.67559975,-0.03554479,462
548,271600,2017,0.66092104,-0.03675778,504
549,271600,2020,0.5836821,-0.04685833,460
550,271600,2018,0.85543615,-0.011181612,501
551,271600,2021,2.597867,0.2117501,476
552,252010,2022,1.9608604,0.061491407,1452
553,252010,2019,1.1904303,0.011366393,1506
554,252010,2017,0.9376544,-0.0027949966,1507
555,252010,2020,1.3853769,0.023286285,1439
556,252010,2018,1.1164373,0.0069952467,1483
557,252010,2021,1.4271308,0.026586449,1462
558,250100,2022,1.60229,0.025581263,5329
559,250100,2019,1.20054,0.009211566,5240
560,250100,2017,0.9507461,-0.0019000395,5124
561,250100,2020,1.1100075,0.00556546,5252
562,250100,2018,1.2431138,0.011158855,5165
563,250100,2021,1.3235917,0.014292112,5437
564,252210,2022,1.3862822,0.04175655,973
565,252210,2019,0.9790307,0.00091442175,1008
566,252210,2017,0.8258573,-0.014893985,962
567,252210,2020,0.9137304,-0.0062332074,989
568,252210,2018,1.0638207,0.009051689,1004
569,252210,2021,0.9850995,0.0013692891,1010
570,252230,2022,0.5756877,-0.009273556,530
571,252230,2019,0.24012937,-0.017612549,507
572,252230,2017,0.18890478,-0.019663269,502
573,252230,2020,0.31236848,-0.015697885,494
574,252230,2018,0.26270685,-0.017357113,526
575,252230,2021,0.4284125,-0.01288319,518
576,252310,2022,2.2157648,0.04013428,1030
577,252310,2019,3.2132246,0.12356077,1110
578,252310,2017,0.99885565,0.0012893033,1130
579,252310,2020,3.548223,0.11556905,1034
580,252310,2018,2.036676,0.058571253,1142
581,252310,2021,4.6860695,0.14379661,1091
582,280110,2022,3.487598,0.06789393,1031
583,280110,2019,0.40086582,-0.016321523,1042
584,280110,2017,0.1896248,-0.023021258,1017
585,280110,2020,0.33112,-0.01811723,1019
586,280110,2018,0.24207358,-0.021067923,1035
587,280110,2021,0.83671606,-0.00425254,1067
588,280120,2022,4.3669295,0.17285916,1049
589,280120,2019,0.94172204,0.00025939106,1054
590,280120,2017,0.35091352,-0.027128655,1088
591,280120,2020,1.448889,0.024163004,1041
592,280120,2018,0.6801101,-0.011952685,1059
593,280120,2021,1.216664,0.014159749,1022
594,280130,2022,6.3737793,0.22630294,506
595,280130,2019,4.8775597,0.17307672,481
596,280130,2017,4.5984282,0.22669365,483
597,280130,2020,4.2050686,0.13341933,460
598,280130,2018,3.5325727,0.119459234,473
599,280130,2021,4.9292355,0.17509036,488
600,281000,2022,3.2611434,0.15386903,1474
601,281000,2019,1.0138117,0.0031481935,1474
602,281000,2017,0.8742937,-0.006199575,1510
603,281000,2020,1.2440872,0.018767145,1443
